ConvertedOppAmount,CreatedDate,IsConverted,LastProcessedDate,LeadActivities,LeadSource,Name,Owner,Owner_Name,Owner_SmallPhotoUrl,Rating,Status
,2022-11-07,TRUE,2023-11-29,25,Purchased List,Rory Spedroni,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-27,FALSE,2023-11-29,13,Other,Paco Oakenfull,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
,2022-10-18,FALSE,2023-11-29,15,Trade Show,Andi Klejin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
14000,2022-10-22,FALSE,2023-11-29,12,Employee Referral,Claudie Conor,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing
,2022-11-08,TRUE,2023-11-29,5,Advertisement,Vinny Beynkn,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working  - Contacted
92000,2022-11-02,FALSE,2023-11-29,21,Other,Neill Westcarr,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
12500,2022-11-02,FALSE,2023-11-29,11,Advertisement,Austen,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
19500,2022-11-05,FALSE,2023-11-29,9,Employee Referral,Didi Mullenger,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,New
,2022-10-14,TRUE,2023-11-29,5,Other,Janith Guerreau,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-20,FALSE,2023-11-29,15,Other,Mollie McAlinion,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-31,FALSE,2023-11-29,9,Other,Bridie O'Boyle,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working
,2022-10-22,TRUE,2023-11-29,12,Purchased List,Harmonia Gatecliffe,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-26,FALSE,2023-11-29,6,Advertisement,Babara Kann,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working  - Contacted
,2022-11-05,FALSE,2023-11-29,10,Employee Referral,Kipp Brunskill,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-11-01,FALSE,2023-11-29,12,Employee Referral,Kiah Hawkeridge,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
,2022-11-07,TRUE,2023-11-29,13,Other,Winifred Franc,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-16,FALSE,2023-11-29,9,Other,Gus Mead,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
79800,2022-11-01,FALSE,2023-11-29,18,Other,See,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-10-24,FALSE,2023-11-29,6,Employee Referral,Kristopher Crummey,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working
,2022-10-24,TRUE,2023-11-29,15,Trade Show,Peyton Cusworth,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working  - Contacted
129000,2022-11-09,FALSE,2023-11-29,13,Other,Morton Sholem,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
94000,2022-10-31,FALSE,2023-11-29,,Advertisement,Reine Tolworthy,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,5,Purchased List,Ly Cristea,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
48700,2022-10-16,TRUE,2023-11-29,25,Employee Referral,Phoebe Gantlett,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing - Contacted
,2022-10-24,FALSE,2023-11-29,12,Other,Jemima Guslon,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-29,FALSE,2023-11-29,12,Advertisement,Murray,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-11-09,FALSE,2023-11-29,11,Employee Referral,Ninon Dell Casa,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Qualified
,2022-10-23,FALSE,2023-11-29,8,Other,Marleah Faulo,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-15,TRUE,2023-11-29,5,Other,Papagena Muddle,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
,2022-11-03,FALSE,2023-11-29,8,Employee Referral,Sumner Silverson,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-14,FALSE,2023-11-29,8,Advertisement,Catherine Womersley,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing
,2022-11-07,TRUE,2023-11-29,11,Trade Show,Neddy Skirling,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-23,FALSE,2023-11-29,22,Purchased List,Casar Wallhead,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working
27700,2022-10-31,FALSE,2023-11-29,8,Employee Referral,Marj Hindrick,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-19,FALSE,2023-11-29,,Other,Timofei O'Sheilds,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,6,Other,Jefferson Twigge,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-19,TRUE,2023-11-29,17,Advertisement,Linnell Smidmor,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-11-03,FALSE,2023-11-29,16,Employee Referral,Myles Osgar,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-10-24,FALSE,2023-11-29,25,Other,Lira Snewin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-27,FALSE,2023-11-29,24,Other,Eadie Bowness,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
100000,2022-11-03,TRUE,2023-11-29,18,Advertisement,Margo Polle,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
,2022-11-09,FALSE,2023-11-29,6,Other,Dov Cash,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
,2022-10-20,FALSE,2023-11-29,17,Purchased List,Bridie McTeague,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working
,2022-11-08,FALSE,2023-11-29,5,Employee Referral,Amadeus,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-29,TRUE,2023-11-29,6,Other,Theodosia Leethem,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-23,FALSE,2023-11-29,5,Other,Janina Barensen,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
40000,2022-11-06,FALSE,2023-11-29,17,Advertisement,Marian Stanhope,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
,2022-10-18,FALSE,2023-11-29,22,Employee Referral,Roscoe O'Lehane,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-11-03,TRUE,2023-11-29,,Employee Referral,Anestassia Fenich,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
50000,2022-11-05,FALSE,2023-11-29,7,Trade Show,Beethoven,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working  - Contacted
,2022-10-14,FALSE,2023-11-29,5,Purchased List,Corabel Maker,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-23,FALSE,2023-11-29,11,Advertisement,Merilee Izakoff,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,New
,2022-10-23,TRUE,2023-11-29,11,Other,Petronilla Leele,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing - Contacted
,2022-10-31,FALSE,2023-11-29,12,Employee Referral,Ivor Ludman,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-11-06,FALSE,2023-11-29,16,Other,Rooney O'Corren,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-10-20,TRUE,2023-11-29,5,Employee Referral,Martin,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-22,FALSE,2023-11-29,12,Advertisement,Ronnie Coatham,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
,2022-11-05,FALSE,2023-11-29,21,Other,Kirk Sleightholm,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
24800,2022-10-30,FALSE,2023-11-29,10,Other,Clayborn Presslee,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Qualified
,2022-10-25,FALSE,2023-11-29,23,Employee Referral,Jarrett McNeice,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-03,TRUE,2023-11-29,18,Purchased List,Izak Shankland,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working
,2022-11-08,FALSE,2023-11-29,10,Other,Mayne Maha,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,New
,2022-10-19,FALSE,2023-11-29,15,Employee Referral,Pavel Waterland,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Qualified
,2022-10-24,FALSE,2023-11-29,14,Advertisement,Ermanno Monroe,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-16,TRUE,2023-11-29,8,Trade Show,Warden Quarmby,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
11000,2022-11-10,FALSE,2023-11-29,6,Other,Minerva Booton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-11-01,FALSE,2023-11-29,13,Other,Pepi Becerra,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
5300,2022-10-25,FALSE,2023-11-29,22,Advertisement,Sunny Melledy,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-18,TRUE,2023-11-29,6,Employee Referral,Love,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,New
,2022-11-07,FALSE,2023-11-29,12,Other,Franklin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-30,FALSE,2023-11-29,10,Other,Jefferson,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
,2022-10-28,FALSE,2023-11-29,11,Purchased List,Doris Kirby,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
105000,2022-11-05,TRUE,2023-11-29,8,Other,Xever Batchelor,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
,2022-10-26,FALSE,2023-11-29,7,Other,Elwyn Harcourt,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
,2022-10-15,FALSE,2023-11-29,10,Advertisement,Rooney Petrello,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working
,2022-10-26,TRUE,2023-11-29,14,Employee Referral,Monica Pooly,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
22500,2022-11-10,FALSE,2023-11-29,9,Employee Referral,Damon,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
34000,2022-10-30,FALSE,2023-11-29,13,Employee Referral,Jobina Clutterbuck,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working  - Contacted
,2022-10-16,FALSE,2023-11-29,5,Other,Kingston Birdall,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-26,TRUE,2023-11-29,9,Other,Horst Risebarer,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-11-08,FALSE,2023-11-29,13,Advertisement,Valentijn Redhole,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Qualified
,2022-10-31,FALSE,2023-11-29,15,Trade Show,Anne Luton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-01,FALSE,2023-11-29,17,Employee Referral,Jarrad Bampkin,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working  - Contacted
76000,2022-10-14,FALSE,2023-11-29,25,Purchased List,Coraline Gergler,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
,2022-10-21,TRUE,2023-11-29,5,Other,Seward Darkin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working
,2022-11-07,FALSE,2023-11-29,7,Employee Referral,Hollyanne Cromblehome,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-02,FALSE,2023-11-29,8,Advertisement,Jada Heavens,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-26,FALSE,2023-11-29,7,Other,Jennine Westley,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
13000,2022-10-19,TRUE,2023-11-29,6,Other,Scotti Rowland,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
127000,2022-11-10,FALSE,2023-11-29,5,Employee Referral,Floria Lomas,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Nurturing
,2022-11-06,FALSE,2023-11-29,9,Advertisement,Biddie Stollenberg,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-17,TRUE,2023-11-29,24,Purchased List,Cleo Brookbank,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-11-02,FALSE,2023-11-29,9,Other,Warhol,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,New
,2022-10-23,FALSE,2023-11-29,11,Employee Referral,Saul Mixworthy,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Converted
,2022-10-30,FALSE,2023-11-29,9,Other,Robin Cliffe,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-27,FALSE,2023-11-29,6,Other,Rollo Joberne,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-16,TRUE,2023-11-29,15,Employee Referral,Jonas Davydkov,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-10-28,FALSE,2023-11-29,24,Trade Show,Farly Bax,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-11-05,FALSE,2023-11-29,25,Advertisement,Bendick McMichan,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
50000,2022-11-07,FALSE,2023-11-29,21,Other,Hank Hillett,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-24,TRUE,2023-11-29,7,Employee Referral,Jules Bengochea,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working
,2022-10-14,FALSE,2023-11-29,6,Advertisement,Myca Salzberger,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
,2022-11-10,FALSE,2023-11-29,7,Purchased List,Darin Challenor,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
9300,2022-11-01,TRUE,2023-11-29,10,Employee Referral,Edison,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
33000,2022-10-20,FALSE,2023-11-29,10,Other,Rosalinde Pflieger,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Qualified
37000,2022-11-07,FALSE,2023-11-29,6,Other,Daffy Hammerich,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
19800,2022-11-01,FALSE,2023-11-29,5,Other,Charles,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-21,FALSE,2023-11-29,17,Advertisement,Inga Cino,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Converted
34000,2022-10-25,TRUE,2023-11-29,10,Employee Referral,Callida Loughan,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
14200,2022-11-10,FALSE,2023-11-29,21,Other,Maressa Gretham,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-10-17,FALSE,2023-11-29,15,Purchased List,Keller,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-10-26,TRUE,2023-11-29,6,Employee Referral,Garrot Burgot,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,New
,2022-11-03,FALSE,2023-11-29,8,Other,Munmro Lockney,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,9,Other,Jenny Emlin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-19,FALSE,2023-11-29,15,Trade Show,Frederic Mahedy,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Qualified
65000,2022-10-25,FALSE,2023-11-29,13,Advertisement,Giorgia Stubbin,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
94000,2022-10-28,TRUE,2023-11-29,8,Other,Tully Bilovus,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working
78000,2022-11-07,FALSE,2023-11-29,14,Employee Referral,Cliff Veronique,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working  - Contacted
,2022-10-15,FALSE,2023-11-29,15,Advertisement,Angelica Pepis,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-28,TRUE,2023-11-29,9,Employee Referral,Celestine McMenamy,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-30,FALSE,2023-11-29,6,Purchased List,Adolphe Syvret,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-21,FALSE,2023-11-29,13,Other,Tani Matysik,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-11-09,FALSE,2023-11-29,7,Employee Referral,Jonell Duchenne,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,New
,2022-10-27,TRUE,2023-11-29,22,Other,Anita Rideout,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-11-02,FALSE,2023-11-29,12,Other,Pitt,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Nurturing - Contacted
,2022-10-14,FALSE,2023-11-29,12,Other,Minetta Rubury,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-11-07,FALSE,2023-11-29,10,Employee Referral,Wang Anand,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Qualified
90000,2022-10-19,TRUE,2023-11-29,12,Other,Willamina Normabell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-11-09,FALSE,2023-11-29,23,Advertisement,Alysa Gottschalk,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
,2022-10-28,FALSE,2023-11-29,14,Other,Shayna Gwioneth,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-21,FALSE,2023-11-29,18,Trade Show,Rycca Geoghegan,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
